PercentageTypeGateAND,PercentageTypeGateOR,PercentageTypeGateNOT,PercentageTypeGateXOR,PercentageTypeGateXNOR,PercentageTypeGateBUF,PercentageTypeGateNOR,PercentageTypeGateNAND,MaxInputDegree,MinInputDegree,MiddleInputDegree,MaxOutputDegree,MinOutputDegree,MiddleOutputDegree,PercentageMiddleDepth,PercentageMiddleSignVar,isMultiplexer
0.000750751,0.00600601,0.0645646,0,0,0,0.101351,0.827327,4,1,2.58183,0.159148,1,2.15539,0.440476,0.215795,1
0.000749064,0.116105,0.116854,0,0,0,0.0891386,0.677154,4,1,2.26966,0.115697,1,1.89556,0.480717,0.212998,1
0,0,0.0738552,0,0,0,0.102659,0.823486,4,1,2.43353,0.15822,1,2.03708,0.450144,0.212728,1
0,0,0.0736589,0,0,0,0.0344275,0.891914,4,1,2.72138,0.1692,1,2.24719,0.433355,0.228486,1
0.000735835,0.00956586,0.211185,0,0,0,0.19426,0.584253,4,1,2.18322,0.0794824,1,1.82871,0.383703,0.212581,1
0,0,0.0729483,0,0,0,0.109422,0.817629,4,1,2.36474,0.160401,1,1.95238,0.441938,0.259792,1
0.000727802,0.172489,0.192868,0,0,0,0.0582242,0.575691,4,1,2.05022,0.0787546,1,1.72039,0.388736,0.206249,1
0.000726744,0.188227,0.190407,0,0,0,0.0450581,0.575581,4,1,2.06177,0.0810976,1,1.73049,0.516667,0.205828,1
0.000723589,0,0.0904486,0,0,0,0.0998553,0.808972,4,1,2.35818,0.155529,1,1.98056,0.459295,0.208821,1
0,0,0.0714286,0,0,0,0.0571429,0.871429,4,1,2.78571,0.177778,1,2.17778,0.381481,0.377143,1
0,0,0.0700637,0,0,0,0.0732484,0.856688,4,1,2.57962,0.166667,1,2.11198,0.445312,0.269063,1
0,0,0.0696203,0,0,0,0.0727848,0.857595,4,1,2.71203,0.165803,1,2.2228,0.439551,0.267541,1
0,0,0.0694006,0,0,0,0.0725552,0.858044,4,1,2.70347,0.165375,1,2.21705,0.439276,0.266787,1
0,0.00692641,0.0103896,0,0,0,0.0796537,0.90303,4,1,2.97749,0.180409,1,2.42424,0.414611,0.244713,1
0,0,0.0672783,0,0,0,0.11315,0.819572,4,1,2.37003,0.161209,1,1.95466,0.440806,0.261031,1
0,0,0.0665635,0,0,0,0.0681115,0.865325,4,1,2.43653,0.164524,1,2.02378,0.454584,0.221776,1
0,0,0.0665623,0,0,0,0.0610807,0.872357,4,1,2.54973,0.166126,1,2.11356,0.444949,0.224051,1
0.000652742,0.489556,0.171018,0,0,0,0.00130548,0.337467,4,1,1.83681,0.0723831,1,1.56737,0.542873,0.187265,1
0.000652316,0.489889,0.171559,0,0,0,0.00130463,0.336595,4,1,1.83692,0.0717863,1,1.56761,0.542756,0.187145,1
0.000651466,0.369381,0.170684,0,0,0,0.0416938,0.41759,4,1,1.83518,0.0717065,1,1.56643,0.542709,0.186953,1
0,0,0.0650155,0,0,0,0.105263,0.829721,4,1,2.39319,0.16285,1,1.96947,0.439355,0.263423,1
0,0,0.0644172,0,0,0,0.113497,0.822086,4,1,2.3865,0.161616,1,1.96717,0.439394,0.261656,1
0,0,0.0644172,0,0,0,0.113497,0.822086,4,1,2.38037,0.161616,1,1.96212,0.439394,0.261656,1
0,0,0.0643231,0,0,0,0.102468,0.833209,4,1,2.53852,0.1599,1,2.12055,0.441391,0.21515,1
0,0,0.0642202,0,0,0,0.11315,0.82263,4,1,2.3945,0.161209,1,1.97481,0.438287,0.260987,1
0,0,0.0639098,0,0,0,0.0894737,0.846617,4,1,2.52782,0.160602,1,2.10979,0.442493,0.216071,1
0,0,0.0637293,0,0,0,0.061369,0.874902,4,1,2.57986,0.166775,1,2.13681,0.442562,0.224966,1
0,0,0.0637181,0,0,0,0.102699,0.833583,4,1,2.54498,0.1602,1,2.12516,0.441385,0.215585,1
0,0.0062383,0.232689,0,0,0,0.0555209,0.705552,4,1,1.82658,0.0690948,1,1.56883,0.535619,0.184254,1
0,0,0.0623123,0,0,0,0.104354,0.833333,4,1,2.50901,0.160401,1,2.09461,0.442982,0.215881,1
0.000621118,0,0.23354,0,0,0,0.0490683,0.71677,4,1,1.81988,0.0688367,1,1.56403,0.535041,0.183613,1
0,0,0.0619403,0,0,0,0.103731,0.834328,4,1,2.55597,0.159601,1,2.13591,0.441189,0.21466,1
0,0,0.0619403,0,0,0,0.103731,0.834328,4,1,2.55448,0.159601,1,2.13466,0.441189,0.21466,1
0,0.005625,0.233125,0,0,0,0.055,0.70625,4,1,1.8275,0.069206,1,1.56921,0.535587,0.18456,1
0,0.00458716,0.217562,0,0,0,0.0668414,0.711009,4,1,1.92857,0.0726257,1,1.64469,0.525512,0.192574,1
0,0.00435161,0.0113142,0,0,0,0.0800696,0.904265,4,1,3.01828,0.181175,1,2.45506,0.413305,0.245932,1
0,0,0.0365646,0,0,0,0.0782313,0.885204,4,1,2.8665,0.177778,1,2.34167,0.427778,0.240756,1
0,0,0.0365336,0,0,0,0.0790144,0.884452,4,1,2.86491,0.177654,1,2.34074,0.427944,0.240558,1
0,0,0.0360515,0,0,0,0.0575107,0.906438,4,1,2.90558,0.179146,1,2.36949,0.42314,0.242857,1
0,0.00350263,0.0113835,0,0,0,0.0805604,0.904553,4,1,3.05604,0.182077,1,2.48293,0.411569,0.247323,1
0,0.0034662,0.0190641,0,0,0,0.0805893,0.89688,4,1,2.98527,0.180536,1,2.43018,0.416079,0.244952,1
0,0,0.0341006,0,0,0,0.0784314,0.887468,4,1,2.86957,0.178149,1,2.34308,0.427279,0.24133,1
0,0.00312989,0.0704225,0,0,0,0.0586854,0.867762,4,1,2.70892,0.166018,1,2.24578,0.449416,0.223799,1
0,0.00303951,0.0638298,0,0,0,0.0972644,0.835866,4,1,2.53495,0.160401,1,2.09273,0.427736,0.259705,1
0,0,0.0215146,0,0,0,0.0791738,0.899312,4,1,2.95611,0.179523,1,2.40954,0.419355,0.243402,1
0,0,0.0181976,0,0,0,0.0797227,0.90208,4,1,2.94194,0.180536,1,2.39492,0.4189,0.244985,1
0,0.0017452,0.26178,0,0,0,0.0250145,0.71146,4,1,1.74578,0.0650529,1,1.51387,0.549168,0.173374,1
0,0.00174368,0.0113339,0,0,0,0.0802092,0.906713,4,1,2.96513,0.181432,1,2.41106,0.416253,0.246354,1
0,0.00173611,0.0190972,0,0,0,0.0807292,0.898438,4,1,2.9592,0.180791,1,2.40819,0.417608,0.245364,1
0,0.00149589,0.0643231,0,0,0,0.10172,0.832461,4,1,2.5445,0.1599,1,2.12555,0.441183,0.21515,1
0,0,0.0122164,0,0,0,0.0811518,0.906632,4,1,3,0.18156,1,2.43901,0.413948,0.246536,1
0,0,0.0117223,0,0,0,0.0559062,0.932371,4,1,2.79982,0.186453,1,2.2622,0.428017,0.254177,1
0,0,0.0116592,0,0,0,0.0609865,0.927354,4,1,2.86368,0.185642,1,2.31617,0.424462,0.252884,1
0,0,0.0116487,0,0,0,0.0564516,0.9319,4,1,2.78495,0.185507,1,2.2529,0.427778,0.252685,1
0,0,0.0116279,0,0,0,0.0581395,0.930233,4,1,2.79785,0.185239,1,2.26411,0.427159,0.252267,1
0,0,0.0113537,0,0,0,0.0803493,0.908297,4,1,2.96856,0.181689,1,2.41306,0.415425,0.246765,1
0,0,0.0113537,0,0,0,0.0803493,0.908297,4,1,2.96769,0.181689,1,2.41235,0.415425,0.246765,1
0,0,0.0113339,0,0,0,0.0810811,0.907585,4,1,2.96513,0.181432,1,2.41106,0.415781,0.246354,1
0,0,0.0113339,0,0,0,0.0802092,0.908457,4,1,2.97559,0.181432,1,2.41956,0.415072,0.246354,1
0,0,0.0112847,0,0,0,0.0798611,0.908854,4,1,3.0191,0.180791,1,2.45692,0.413606,0.245334,1
0,0,0.0112847,0,0,0,0.0798611,0.908854,4,1,2.99306,0.180791,1,2.43573,0.413606,0.245334,1
0,0,0.0107623,0,0,0,0.0565022,0.932735,4,1,2.77937,0.185642,1,2.24801,0.428088,0.252901,1
0,0,0.0104895,0,0,0,0.0804196,0.909091,4,1,2.96329,0.181818,1,2.40838,0.41572,0.24697,1
0,0.000870322,0.0113142,0,0,0,0.0800696,0.907746,4,1,3.01828,0.181175,1,2.45506,0.413305,0.245932,1
0,0.00069979,0.16585,0,0,0,0.0307908,0.802659,4,1,2.04969,0.117543,1,1.73066,0.496751,0.203093,1
