PercentageTypeGateAND,PercentageTypeGateOR,PercentageTypeGateNOT,PercentageTypeGateXOR,PercentageTypeGateXNOR,PercentageTypeGateBUF,PercentageTypeGateNOR,PercentageTypeGateNAND,MaxInputDegree,MinInputDegree,MiddleInputDegree,MaxOutputDegree,MinOutputDegree,MiddleOutputDegree,PercentageMiddleDepth,PercentageMiddleSignVar,isMultiplexer
0,0.0388416,0.259021,0,0,0,0.0540106,0.648127,4,1,1.89474,0.0114225,0,1.47153,0.334107,0.0299309,0
0,0.0341686,0.268793,0,0,0,0.305239,0.3918,4,1,2.11617,0.0174216,0,1.62021,0.331882,0.0629039,0
0,0.0330813,0.297732,0,0,0,0.342155,0.327032,3,1,1.98299,0.0239521,0,1.57111,0.462325,0.0387456,0
0,0.0289986,0.310829,0,0,0,0.346624,0.313548,4,1,2.09447,0.0117417,0,1.6449,0.359189,0.0296331,0
0,0.0289421,0.290419,0,0,0,0.337325,0.343313,4,1,2.10579,0.0147287,0,1.63643,0.347674,0.0420236,0
0,0.0284168,0.291836,0,0,0,0.379341,0.300406,4,1,1.96662,0.0121429,0,1.5575,0.356964,0.0324461,0
0,0.0277594,0.288169,0,0,0,0.360432,0.32364,4,1,2.02005,0.0220241,0,1.60287,0.348409,0.0292271,0
0,0.0273109,0.285714,0,0,0,0.351681,0.335294,4,1,2.00378,0.0210843,0,1.59639,0.350736,0.0312521,0
0,0,0.269134,0,0,0,0.149519,0.581347,4,1,1.73191,0.0106418,0,1.37729,0.358871,0.026858,0
0,0.0263389,0.307287,0,0,0,0.334504,0.33187,4,1,2.11501,0.0123967,0,1.65978,0.357955,0.0380862,0
0,0.0259688,0.298641,0,0,0,0.359708,0.315683,4,1,2.00467,0.0205801,0,1.60136,0.472911,0.0261497,0
0,0.0257796,0.330977,0,0,0,0.3921,0.251143,3,1,1.66985,0.0110442,0,1.34438,0.323695,0.0300239,0
0,0,0.255814,0,0,0,0.0775194,0.666667,4,1,1.78488,0.0136157,0,1.39486,0.346067,0.053328,0
0,0.0252693,0.286247,0,0,0,0.365783,0.322701,4,1,1.95485,0.0112137,0,1.55673,0.374835,0.0300646,0
0,0,0.25,0,0,0,0.0431034,0.706897,4,1,1.81034,0.0333333,0,1.40667,0.35,0.14072,0
0,0,0.246731,0,0,0,0.100044,0.653226,4,1,1.82476,0.0109495,0,1.43251,0.346022,0.0285158,0
0,0.0243049,0.290881,0,0,0,0.370212,0.314602,4,1,2.00894,0.0197973,0,1.61076,0.355885,0.0257529,0
0,0,0.242248,0,0,0,0.00581395,0.751938,4,1,1.93605,0.0134128,0,1.49031,0.329359,0.0556764,0
0,0,0.240076,0,0,0,0.0378072,0.722117,4,1,1.97353,0.0130624,0,1.51669,0.314586,0.0536862,0
0,0.023166,0.258687,0,0,0,0.30888,0.409266,4,1,2.03089,0.0271084,0,1.58735,0.335843,0.0792828,0
0,0,0.221208,0,0,0,0.0159817,0.762811,4,1,1.96829,0.0124538,0,1.51002,0.331825,0.0325422,0
0,0,0.221119,0,0,0,0.062206,0.716675,4,1,1.98955,0.0135674,0,1.51915,0.318935,0.0374644,0
0,0,0.198758,0,0,0,0.0137726,0.78747,4,1,2.101,0.0139202,0,1.59284,0.315302,0.0343344,0
0,0,0.196524,0,0,0,0.0557117,0.747764,4,1,2.05648,0.0248047,0,1.57187,0.400977,0.0327024,0
0,0,0.194975,0,0,0,0.0964824,0.708543,4,1,2.0108,0.0123863,0,1.54906,0.333753,0.0322336,0
0.00178891,0,0.26297,0,0,0,0.0500894,0.685152,3,1,1.7424,0.0126939,0,1.37518,0.358956,0.0521527,0
0,0,0.173924,0,0,0,0.0588388,0.767237,4,1,2.10731,0.0126984,0,1.61329,0.330605,0.033335,0
0,0,0.162412,0,0,0,0.0790791,0.758509,4,1,2.13714,0.0122652,0,1.63683,0.329772,0.0323726,0
0,0,0.156823,0,0,0,0.0692464,0.773931,4,1,2.26884,0.0145594,0,1.70805,0.303831,0.0440625,0
0,0,0.140696,0,0,0,0.0751387,0.784165,4,1,2.19768,0.0234977,0,1.67912,0.313078,0.0361844,0
0,0.013677,0.154129,0,0,0,0.110468,0.721725,4,1,2.43766,0.0253064,0,1.83274,0.389877,0.0370196,0
0,0,0.128743,0,0,0,0.0939031,0.777354,4,1,2.25857,0.0260995,0,1.70551,0.401425,0.0339423,0
0,0,0.12854,0,0,0,0.00217865,0.869281,4,1,2.42702,0.0145396,0,1.80129,0.29685,0.0577887,0
0,0,0.116725,0,0,0,0.00493612,0.878339,4,1,2.44106,0.0206629,0,1.80973,0.292348,0.0360261,0
0,0,0.116076,0,0,0,0.0830249,0.800899,4,1,2.20333,0.0152335,0,1.67048,0.306975,0.0344831,0
0,0,0.112222,0,0,0,0,0.887778,4,1,2.42222,0.0255565,0,1.79802,0.385271,0.0473553,0
0.00111235,0.290879,0.174638,0,0,0,0.0139043,0.519466,4,1,2.13682,0.0271072,0,1.6277,0.30612,0.0399981,0
0,0,0.107577,0,0,0,0.0104106,0.882013,4,1,2.46385,0.0261578,0,1.82719,0.284949,0.0408302,0
0.00101266,0,0.211899,0,0,0,0.0151899,0.771899,3,1,1.98,0.0182277,0,1.51677,0.32262,0.0328038,0
0,0,0.100719,0,0,0,0.0182854,0.880995,4,1,2.47332,0.0281721,0,1.83052,0.377921,0.0385517,0
0.000958313,0,0.207475,0,0,0,0.0771442,0.714423,4,1,1.95927,0.0121771,0,1.50923,0.329244,0.0342716,0
0,0.00932836,0.121269,0,0,0,0.145522,0.723881,4,1,2.25373,0.0228245,0,1.72468,0.387066,0.0520466,0
0.0008,0,0.2768,0,0,0,0.0344,0.688,3,1,1.724,0.0108418,0,1.375,0.373246,0.0347975,0
0.000782779,0.0285714,0.320939,0,0,0,0.372603,0.277104,4,1,1.75734,0.0103189,0,1.40432,0.319387,0.0291716,0
0.000638978,0.209585,0.243024,0,0,0,0.000212993,0.546539,4,1,1.75911,0.0107708,0,1.3901,0.366796,0.0285089,0
0.000487092,0.0301997,0.294204,0,0,0,0.377009,0.2981,4,1,1.96493,0.0130218,0,1.54538,0.353983,0.0349161,0
0.000481696,0.0342004,0.232177,0,0,0,0.0289017,0.704239,4,1,1.99229,0.0122041,0,1.52996,0.324334,0.0349344,0
0.000461894,0,0.248037,0,0,0,0.0711316,0.680369,4,1,1.77968,0.0115816,0,1.39486,0.354958,0.0331482,0
0.000448632,0.144459,0.24585,0,0,0,0.0273665,0.581875,4,1,1.81202,0.0116115,0,1.42153,0.352041,0.0339855,0
0.000446229,0.382419,0.230254,0,0,0,0.000892459,0.385988,4,1,1.77332,0.0115627,0,1.39278,0.366503,0.0323709,0
0.000442478,0,0.24646,0,0,0,0.0734513,0.679646,4,1,1.79336,0.0111169,0,1.4082,0.355176,0.0288972,0
0.000410846,0.238291,0.35908,0,0,0,0.289236,0.112983,4,1,1.70501,0.0116202,0,1.37815,0.414924,0.0304737,0
0.000253743,0.0170008,0.150977,0,0,0,0.221517,0.610251,4,1,2.19792,0.0245232,0,1.68606,0.301576,0.0329577,0
0.000253485,0.157668,0.182763,0,0,0,0.0296578,0.629658,4,1,2.0763,0.0124344,0,1.59161,0.33573,0.0323051,0
0.000249626,0,0.187718,0,0,0,0.0214678,0.790564,4,1,2.11907,0.019552,0,1.61162,0.308087,0.0327004,0
0.000207857,0.0272293,0.324673,0,0,0,0.348368,0.299522,4,1,2.06277,0.0106855,0,1.6316,0.297386,0.0268693,0
0,0.00176574,0.104179,0,0,0,0.0194232,0.874632,4,1,2.40494,0.0274869,0,1.78316,0.382199,0.0417943,0
0,0.000244439,0.227084,0,0,0,0.0552432,0.717429,4,1,1.95576,0.0120346,0,1.5047,0.325122,0.0316705,0
