PercentageTypeGateAND,PercentageTypeGateOR,PercentageTypeGateNOT,PercentageTypeGateXOR,PercentageTypeGateXNOR,PercentageTypeGateBUF,PercentageTypeGateNOR,PercentageTypeGateNAND,MaxInputDegree,MinInputDegree,MiddleInputDegree,MaxOutputDegree,MinOutputDegree,MiddleOutputDegree,PercentageMiddleDepth,PercentageMiddleSignVar,isMultiplexer
0.00441501,0.00220751,0.116998,0,0,0,0.408389,0.467991,4,1,3.19868,0.0404858,1,2.93522,0.38529,0.537555,0
0,0,0.245,0,0,0,0.355,0.4,4,1,2.5725,0.0142857,1,2.10204,0.345578,0.407778,0
0,0.00253165,0.187342,0,0,0,0.387342,0.422785,4,1,2.69367,0.0194384,1,2.30022,0.37293,0.448064,0
0.0165826,0.00216294,0.0605624,0,0,0,0.446287,0.474405,4,1,3.44701,0.0254646,1,3.29112,0.381739,0.540036,0
0.046729,0.00934579,0.121495,0,0,0,0.336449,0.485981,4,1,3.14953,0.114035,1,2.96053,0.422515,0.6749,0
0.0043057,0.00215285,0.0871905,0,0,0,0.441335,0.465016,4,1,3.13348,0.0209581,1,2.90619,0.380572,0.511774,0
0.00566038,0.00141509,0.0542453,0,0,0,0.458491,0.480189,4,1,3.44623,0.0171403,1,3.2959,0.38731,0.522043,0
0.112583,0.00331126,0.102649,0,0,0,0.34106,0.440397,4,1,3.16887,0.0743034,1,2.96594,0.393189,0.613371,0
0,0.0015083,0.116139,0,0,0,0.423831,0.458522,4,1,3.06637,0.0233838,1,2.7978,0.376433,0.505491,0
0.0384615,0.00327332,0.0613748,0,0,0,0.432079,0.464812,4,1,3.41326,0.028147,1,3.26192,0.387282,0.553278,0
0.0424779,0.0106195,0.0707965,0,0,0,0.412389,0.463717,4,1,3.41416,0.0658784,1,3.26014,0.401464,0.614094,0
0,0,0.219858,0,0,0,0.35461,0.425532,4,1,2.70213,0.0470588,1,2.24706,0.343137,0.491563,0
0.0265418,0.00234192,0.0616706,0,0,0,0.440281,0.469165,4,1,3.42779,0.0290828,1,3.27517,0.390256,0.546851,0
0.0434783,0.0217391,0.195652,0,0,0,0.195652,0.543478,4,1,2.95652,0.215686,1,2.68627,0.464052,0.86087,0
0.020145,0.0016116,0.0757454,0,0,0,0.43755,0.464948,4,1,3.29734,0.0236101,1,3.11729,0.384108,0.523077,0
0,0.012987,0.194805,0,0,0,0.337662,0.454545,4,1,3.01299,0.111111,1,2.58889,0.366667,0.581419,0
0.0040404,0.0020202,0.0939394,0,0,0,0.437374,0.462626,4,1,3.12424,0.0196262,1,2.89159,0.38567,0.512109,0
0.00831025,0.00138504,0.108033,0,0,0,0.425208,0.457064,4,1,3.05817,0.022756,1,2.79267,0.382217,0.507046,0
